month,calendar_year,demand_notice_deposits_B,fixed_term_deposits_B,total_deposits_B,all_12_months_flag,cpi_all_items,boc_bank_rate,boc_target_rate
2015-02-28,2015,156259.574,164752.78,321012.354,True,125.825,1.1085714285714285,0.9328571428571427
2015-03-31,2015,160023.262,164515.059,324538.321,True,126.75,1.1103225806451613,0.9358064516129032
2015-04-30,2015,159614.576,155011.563,314626.139,True,126.64999999999999,1.1013333333333333,0.9206666666666666
2015-05-31,2015,160113.623,162201.531,322315.154,True,127.35000000000001,1.1225806451612903,0.9564516129032258
2015-06-30,2015,162993.58,172004.72,334998.3,True,127.61666666666667,1.1013333333333333,0.9206666666666666
2015-07-31,2015,163841.71,169776.292,333618.002,True,127.7,0.9932258064516128,0.8103225806451612
2015-08-31,2015,165901.949,182383.886,348285.835,True,127.675,0.9532258064516128,0.7870967741935483
2015-09-30,2015,168718.972,188123.109,356842.081,True,127.59166666666665,0.9179999999999999,0.7373333333333333
2015-10-31,2015,168428.588,170547.227,338975.815,True,127.75,0.9329032258064516,0.7583870967741935
2015-11-30,2015,171177.896,189256.122,360434.018,True,127.56666666666666,0.939,0.7669999999999999
2015-12-31,2015,174707.934,185270.162,359978.096,True,126.95,0.9125806451612903,0.7296774193548387
2016-01-31,2016,174496.528,176320.582,350817.11,True,127.25833333333333,0.9532258064516128,0.7870967741935483
2016-02-29,2016,173754.117,197017.373,370771.49,True,127.66666666666667,0.9237931034482758,0.7455172413793103
2016-03-31,2016,173688.149,197026.456,370714.605,True,128.54166666666666,0.9125806451612903,0.7296774193548387
2016-04-30,2016,173868.564,169285.674,343154.238,True,128.89166666666668,0.939,0.7669999999999999
2016-05-31,2016,174964.36,200076.318,375040.678,True,129.43333333333334,0.9329032258064516,0.7583870967741935
2016-06-30,2016,179732.657,185499.609,365232.266,True,129.67499999999998,0.9179999999999999,0.7373333333333333
2016-07-31,2016,181063.544,183000.322,364063.866,True,129.43333333333334,0.9532258064516128,0.7870967741935483
2016-08-31,2016,183128.201,207906.391,391034.592,True,129.28333333333333,0.9125806451612903,0.7296774193548387
2016-09-30,2016,184591.028,210925.724,395516.752,True,129.43333333333334,0.9179999999999999,0.7373333333333333
2016-10-31,2016,185668.811,184722.107,370390.918,True,129.68333333333334,0.9532258064516128,0.7870967741935483
2016-11-30,2016,189817.272,205988.814,395806.086,True,129.15,0.9179999999999999,0.7373333333333333
2016-12-31,2016,200991.054,192908.814,393899.868,True,128.85,0.9329032258064516,0.7583870967741935
2017-01-31,2017,193625.874,193131.424,386757.298,True,129.91666666666666,0.9329032258064516,0.7583870967741935
2017-02-28,2017,195205.792,214025.302,409231.094,True,130.225,0.9299999999999999,0.7542857142857142
2017-03-31,2017,195562.513,215866.211,411428.724,True,130.51666666666668,0.9125806451612903,0.7296774193548387
2017-04-30,2017,198465.057,191358.15,389823.207,True,130.90833333333333,0.9599999999999999,0.7966666666666666
2017-05-31,2017,199302.156,189250.663,388552.819,True,131.01666666666668,0.9125806451612903,0.7296774193548387
2017-06-30,2017,218236.662,193380.779,411617.441,True,131.0,0.9179999999999999,0.7373333333333333
2017-07-31,2017,215138.722,200571.361,415710.083,True,131.04166666666666,1.0661290322580643,0.8999999999999999
2017-08-31,2017,217381.658,204528.633,421910.291,True,131.07500000000002,1.0980645161290323,0.9151612903225805
2017-09-30,2017,215908.032,212696.858,428604.89,True,131.30833333333334,1.264,1.0919999999999999
