timestamp,q10,q50,q90,mean,segment
2026-02-28,792091.6,810351.5,828252.6,810351.5,validation
2026-03-31,793661.5,812071.0,830413.6,812071.0,validation
2026-04-30,792791.56,814047.3,833008.75,814047.3,validation
2026-05-31,795228.3,815316.75,836048.0,815316.75,unseen
2026-06-30,797898.1,820640.0,842636.0,820640.0,unseen
2026-07-31,798362.9,822830.5,848864.25,822830.5,unseen
