timestamp,mean,q10,q50,q90,segment
2026-02-28,803623.4,789931.6,799357.1,821267.75,validation
2026-03-31,810847.75,813135.44,803015.6,825632.8,validation
2026-04-30,809800.9,799237.9,807734.6,821129.44,validation
2026-05-31,816211.4,803429.56,807412.2,833366.9,unseen
2026-06-30,814944.75,817085.44,804712.0,836788.44,unseen
2026-07-31,820361.7,807877.5,812005.75,833581.94,unseen
